Month;Total Fossil Fuels Production;Nuclear Electric Power Production;Total Renewable Energy Production;Total Primary Energy Production;Primary Energy Imports;Primary Energy Exports;Primary Energy Net Imports;Primary Energy Stock Change and Other;Total Fossil Fuels Consumption;Nuclear Electric Power Consumption;Total Renewable Energy Consumption;Total Primary Energy Consumption
01.04.1989;4,706294;0,354476;0,530097;5,590867;1,543229;0,397376;1,145853;-0,076298;5,772522;0,354476;0,530097;6,660423
01.05.1989;4,894828;0,405739;0,562701;5,863268;1,539957;0,412071;1,127886;-0,355764;5,66289;0,405739;0,562701;6,63539
01.06.1989;4,649672;0,454815;0,546136;5,650624;1,520105;0,436451;1,083654;-0,040453;5,687456;0,454815;0,546136;6,693825
01.07.1989;4,433687;0,553819;0,525098;5,512604;1,643288;0,319511;1,323777;0,019681;5,769796;0,553819;0,525098;6,856061
01.08.1989;4,975478;0,581511;0,513154;6,070144;1,678367;0,40208;1,276287;-0,318252;5,927662;0,581511;0,513154;7,028179
01.09.1989;4,718105;0,474507;0,487949;5,680562;1,536456;0,382094;1,154362;-0,353947;5,515428;0,474507;0,487949;6,480977
01.10.1989;4,921508;0,460972;0,51106;5,893539;1,637013;0,408364;1,228649;-0,331554;5,818518;0,460972;0,51106;6,790633
01.11.1989;4,890853;0,459296;0,521324;5,871474;1,595702;0,444459;1,151243;-0,082413;5,962743;0,459296;0,521324;6,940304
01.12.1989;4,662688;0,537442;0,533841;5,733971;1,53092;0,41987;1,11105;1,400438;7,175947;0,537442;0,533841;8,245459
01.01.1990;5,179279;0,583273;0,511272;6,273823;1,814349;0,344036;1,470313;0,065094;6,71583;0,583273;0,511272;7,80923
01.02.1990;4,657415;0,528705;0,508361;5,69448;1,502284;0,312469;1,189816;0,119414;5,970118;0,528705;0,508361;7,00371
01.03.1990;5,088291;0,487694;0,567935;6,143919;1,575624;0,405798;1,169826;-0,008481;6,25336;0,487694;0,567935;7,305264
01.04.1990;4,765123;0,407576;0,53043;5,70313;1,51224;0,370383;1,141857;-0,077158;5,83131;0,407576;0,53043;6,767829
01.05.1990;4,890589;0,454445;0,525673;5,870708;1,735659;0,395314;1,340345;-0,465019;5,766968;0,454445;0,525673;6,746034
01.06.1990;4,715347;0,490288;0,503363;5,708998;1,669248;0,398404;1,270844;-0,223801;5,763212;0,490288;0,503363;6,756042
01.07.1990;4,697539;0,567668;0,499495;5,764703;1,780529;0,376414;1,404115;-0,136588;5,961692;0,567668;0,499495;7,03223
01.08.1990;4,997071;0,590033;0,497455;6,084559;1,698821;0,427652;1,271169;-0,076565;6,188925;0,590033;0,497455;7,279162
01.09.1990;4,686923;0,513067;0,447349;5,64734;1,429787;0,429923;0,999864;-0,033839;5,650824;0,513067;0,447349;6,613364
01.10.1990;5,150339;0,459207;0,460199;6,069745;1,380127;0,411267;0,96886;-0,231607;5,882538;0,459207;0,460199;6,806998
01.11.1990;4,927586;0,476554;0,459565;5,863705;1,382103;0,452523;0,929581;-0,02159;5,832145;0,476554;0,459565;6,771696
01.12.1990;4,767685;0,545839;0,528927;5,842451;1,336487;0,428301;0,908186;0,791643;6,464655;0,545839;0,528927;7,54228
01.01.1991;5,071747;0,570005;0,569477;6,211229;1,471087;0,390709;1,080379;0,782312;6,931248;0,570005;0,569477;8,07392
01.02.1991;4,680405;0,501792;0,465116;5,647313;1,286755;0,459208;0,827547;0,387292;5,892879;0,501792;0,465116;6,862152
01.03.1991;4,988368;0,514987;0,519109;6,022463;1,37714;0,390163;0,986977;0,12972;6,101053;0,514987;0,519109;7,13916
01.04.1991;4,729014;0,43646;0,492912;5,658386;1,464692;0,321809;1,142883;-0,264742;5,602625;0,43646;0,492912;6,536527
01.05.1991;4,763018;0,490175;0,540589;5,793782;1,7076;0,480037;1,227563;-0,366601;5,618474;0,490175;0,540589;6,654744
01.06.1991;4,560109;0,568322;0,513638;5,642069;1,600869;0,414046;1,186823;-0,130927;5,612394;0,568322;0,513638;6,697964
01.07.1991;4,691643;0,636742;0,499535;5,827919;1,570141;0,448328;1,121813;0,149042;5,955334;0,636742;0,499535;7,098773
01.08.1991;4,89135;0,613027;0,512229;6,016606;1,725884;0,442335;1,283548;-0,187715;5,978671;0,613027;0,512229;7,11244
01.09.1991;4,684678;0,543843;0,491722;5,720243;1,5365;0,426834;1,109667;-0,172234;5,614724;0,543843;0,491722;6,657675
01.10.1991;5,059727;0,49959;0,467135;6,026452;1,533753;0,424921;1,108832;-0,276703;5,883668;0,49959;0,467135;6,858581
01.11.1991;4,824607;0,485359;0,467743;5,777708;1,527844;0,457316;1,070529;0,158015;6,046869;0,485359;0,467743;7,006252
01.12.1991;4,886484;0,561832;0,528581;5,976897;1,532556;0,485261;1,047295;0,659082;6,586641;0,561832;0,528581;7,683274
01.01.1992;5,064879;0,605734;0,535605;6,206218;1,590406;0,448024;1,142381;0,634758;6,835561;0,605734;0,535605;7,983357
01.02.1992;4,652962;0,552907;0,449194;5,655063;1,356391;0,362809;0,993582;0,594618;6,234612;0,552907;0,449194;7,243263
01.03.1992;4,904112;0,479942;0,482783;5,866837;1,483558;0,407686;1,075872;0,405894;6,381501;0,479942;0,482783;7,348603
01.04.1992;4,74219;0,442584;0,445954;5,630728;1,621017;0,408689;1,212328;-0,001359;5,94784;0,442584;0,445954;6,841697
01.05.1992;4,759585;0,477764;0,455238;5,692587;1,620481;0,42779;1,192691;-0,187164;5,75883;0,477764;0,455238;6,698113
01.06.1992;4,666411;0,535959;0,497881;5,700251;1,588682;0,418893;1,169789;-0,15483;5,675539;0,535959;0,497881;6,71521
01.07.1992;4,772195;0,586886;0,486977;5,846058;1,740163;0,436025;1,304138;0,009631;6,076354;0,586886;0,486977;7,159827
01.08.1992;4,768049;0,614183;0,49144;5,873673;1,700604;0,361507;1,339097;-0,18354;5,915606;0,614183;0,49144;7,02923
01.09.1992;4,709341;0,533178;0,458262;5,700781;1,631103;0,411916;1,219187;-0,237799;5,682676;0,533178;0,458262;6,682169
01.10.1992;4,937301;0,510817;0,472679;5,920797;1,755176;0,377684;1,377492;-0,396662;5,908912;0,510817;0,472679;6,901627
01.11.1992;4,724958;0,531147;0,498631;5,754736;1,622571;0,421614;1,200957;0,122935;6,040422;0,531147;0,498631;7,078627
01.12.1992;4,912697;0,608106;0,545912;6,066715;1,662053;0,454305;1,207748;0,76997;6,881807;0,608106;0,545912;8,044433
01.01.1993;4,807679;0,620536;0,564643;5,992858;1,680292;0,389729;1,290564;0,623401;6,714885;0,620536;0,563873;7,906823
01.02.1993;4,417378;0,539056;0,477337;5,433771;1,522006;0,356372;1,165634;0,820386;6,395945;0,539056;0,477729;7,41979
01.03.1993;4,892433;0,489546;0,543313;5,925292;1,739272;0,337857;1,401415;0,484915;6,771593;0,489546;0,543535;7,811622
01.04.1993;4,609189;0,453758;0,527476;5,590424;1,757399;0,33444;1,422959;-0,110557;5,917162;0,453758;0,526703;6,902827
01.05.1993;4,552242;0,529053;0,537102;5,618398;1,769177;0,368658;1,40052;-0,373319;5,576916;0,529053;0,5361;6,645598
01.06.1993;4,60316;0,552722;0,506688;5,66257;1,764122;0,395983;1,36814;-0,187543;5,780633;0,552722;0,506206;6,843166
01.07.1993;4,444029;0,593499;0,491684;5,529212;1,904233;0,366057;1,538176;0,240358;6,214218;0,593499;0,491493;7,307746
01.08.1993;4,592797;0,590418;0,50229;5,685505;1,775181;0,313203;1,461978;0,185735;6,23037;0,590418;0,501475;7,333218
01.09.1993;4,587056;0,525081;0,4617;5,573837;1,73156;0,330493;1,401067;-0,159841;5,817883;0,525081;0,462234;6,815063
01.10.1993;4,767653;0,466738;0,46876;5,703151;1,913722;0,336807;1,576916;-0,297004;6,036419;0,466738;0,468916;6,983063
01.11.1993;4,69533;0,492243;0,482149;5,669723;1,819945;0,313287;1,506658;0,104186;6,294266;0,492243;0,483797;7,280567
01.12.1993;4,811324;0,557848;0,518766;5,887938;1,841424;0,383788;1,457635;0,672121;6,929841;0,557848;0,519574;8,017694
01.01.1994;4,725538;0,594162;0,546055;5,865755;1,721799;0,301016;1,420782;1,297963;7,431876;0,594162;0,546991;8,584501
01.02.1994;4,516633;0,520733;0,474597;5,511963;1,629586;0,268122;1,361464;0,868748;6,733204;0,520733;0,4752;7,742175
01.03.1994;5,139909;0,511829;0,530492;6,18223;1,813833;0,342258;1,471575;0,009653;6,605446;0,511829;0,530779;7,663458
01.04.1994;4,807947;0,451444;0,515824;5,775215;1,818279;0,29098;1,527299;-0,323337;6,000177;0,451444;0,516487;6,979177
01.05.1994;4,809569;0,507184;0,494547;5,8113;1,911308;0,315409;1,595899;-0,521044;5,872698;0,507184;0,494384;6,886154
01.06.1994;4,767774;0,540902;0,497431;5,806107;1,869233;0,364898;1,504335;-0,14846;6,111767;0,540902;0,496828;7,161982
01.07.1994;4,662735;0,61795;0,538297;5,818981;2,041825;0,323213;1,718611;-0,146952;6,220659;0,61795;0,537964;7,390641
01.08.1994;5,033069;0,628207;0,484333;6,145609;1,987285;0,354255;1,63303;-0,306169;6,345064;0,628207;0,484576;7,47247
01.09.1994;4,800529;0,581426;0,433624;5,81558;1,957682;0,35783;1,599853;-0,534198;5,857132;0,581426;0,43061;6,881234
01.10.1994;4,840115;0,529943;0,476301;5,846359;1,862735;0,352528;1,510206;-0,285952;6,05067;0,529943;0,477802;7,070613
01.11.1994;4,868054;0,577783;0,482931;5,928768;1,794387;0,355634;1,438752;-0,219386;6,07539;0,577783;0,482584;7,148134
01.12.1994;5,030171;0,632314;0,512711;6,175197;1,898721;0,409139;1,489581;0,339224;6,846502;0,632314;0,512936;8,004002
01.01.1995;4,95383;0,665531;0,516505;6,135866;1,73749;0,350851;1,386639;0,698373;7,028515;0,665531;0,515416;8,220878
01.02.1995;4,561374;0,544873;0,478622;5,58487;1,633285;0,337213;1,296072;0,714827;6,561758;0,544873;0,477658;7,595769
01.03.1995;5,021481;0,545102;0,550407;6,11699;1,931916;0,371297;1,560619;0,063568;6,633216;0,545102;0,550608;7,741177
01.04.1995;4,646312;0,518215;0,536526;5,701053;1,760335;0,375561;1,384774;0,019778;6,039398;0,518215;0,536245;7,105605
01.05.1995;4,808047;0,571444;0,533621;5,913112;1,847711;0,3813;1,466412;-0,228859;6,035281;0,571444;0,532008;7,150665
01.06.1995;4,708923;0,592394;0,560146;5,861463;1,931513;0,385814;1,545699;-0,175227;6,06616;0,592394;0,561169;7,231934
01.07.1995;4,68337;0,651824;0,601277;5,936472;1,868917;0,351448;1,517469;0,172089;6,361742;0,651824;0,600264;7,626029
01.08.1995;4,853799;0,64787;0,582282;6,083951;1,917884;0,359064;1,55882;0,274605;6,674332;0,64787;0,58033;7,917376
01.09.1995;4,766712;0,585133;0,499493;5,851339;1,987278;0,362921;1,624357;-0,340093;6,040399;0,585133;0,499535;7,135603
01.10.1995;4,872342;0,570461;0,558496;6,0013;1,838622;0,390446;1,448176;-0,225219;6,083335;0,570461;0,560886;7,224257
01.11.1995;4,826497;0,553807;0,554287;5,934592;1,862515;0,384029;1,478485;0,159267;6,451528;0,553807;0,559122;7,572344
01.12.1995;4,79371;0,628781;0,585644;6,008135;1,862149;0,445947;1,416202;0,986032;7,187681;0,628781;0,586126;8,410369
01.01.1996;4,791416;0,661075;0,606652;6,059143;1,988266;0,382039;1,606227;1,11126;7,499915;0,661075;0,607654;8,77663
01.02.1996;4,63798;0,587409;0,571304;5,796692;1,691399;0,367855;1,323543;0,9838;6,934096;0,587409;0,572903;8,104036
01.03.1996;4,978767;0,582642;0,627925;6,189334;1,925054;0,350848;1,574206;0,428224;6,969688;0,582642;0,628612;8,191764
01.04.1996;4,842086;0,528566;0,556068;5,92672;1,915001;0,373202;1,541799;-0,106645;6,266615;0,528566;0,55612;7,361874
01.05.1996;4,911048;0,584355;0,594906;6,090308;2,104389;0,371114;1,733275;-0,360497;6,272672;0,584355;0,595776;7,463086
01.06.1996;4,736299;0,603899;0,607617;5,947815;2,003971;0,380941;1,62303;-0,124808;6,221216;0,603899;0,608158;7,446037
01.07.1996;4,893643;0,640194;0,610096;6,143932;2,059825;0,389241;1,670584;-0,056693;6,492192;0,640194;0,610002;7,757824
01.08.1996;5,030173;0,645688;0,594878;6,270738;2,087835;0,375187;1,712648;-0,113921;6,611527;0,645688;0,594957;7,869465
01.09.1996;4,795487;0,573389;0,513259;5,882135;1,880212;0,417916;1,462296;-0,197201;6,048659;0,573389;0,512561;7,14723
01.10.1996;5,03176;0,531582;0,568744;6,132085;2,063822;0,41346;1,650362;-0,165079;6,507758;0,531582;0,567218;7,617369
01.11.1996;4,802522;0,54754;0,561307;5,91137;1,909379;0,401802;1,507577;0,376755;6,676654;0,54754;0,561213;7,795702
01.12.1996;4,886476;0,600336;0,598134;6,084945;2,004101;0,388943;1,615159;0,704737;7,198654;0,600336;0,597218;8,404841
01.01.1997;5,006932;0,618248;0,629798;6,254978;2,069048;0,390121;1,678927;0,889795;7,567747;0,618248;0,629125;8,8237
01.02.1997;4,651357;0,531601;0,563285;5,746243;1,825327;0,330234;1,495092;0,545694;6,685037;0,531601;0,563437;7,78703
01.03.1997;5,034904;0,529045;0,628987;6,192937;2,067558;0,36635;1,701208;0,090999;6,818842;0,529045;0,628713;7,985143
01.04.1997;4,810734;0,471001;0,603776;5,885511;2,043597;0,354531;1,689066;-0,051508;6,438344;0,471001;0,603645;7,52307
01.05.1997;5,057055;0,493552;0,642247;6,192853;2,231243;0,35721;1,874033;-0,590444;6,334819;0,493552;0,640218;7,476443
01.06.1997;4,753058;0,546683;0,607803;5,907543;2,152504;0,354161;1,798343;-0,239929;6,301964;0,546683;0,607075;7,465957
01.07.1997;4,901194;0,601853;0,611214;6,114261;2,096201;0,371342;1,724859;0,251829;6,864248;0,601853;0,611058;8,090949
01.08.1997;4,899501;0,641012;0,566984;6,107497;2,187522;0,434819;1,752703;0,049651;6,688172;0,641012;0,567063;7,909852
01.09.1997;4,906809;0,551839;0,513212;5,97186;2,133596;0,374964;1,758631;-0,317664;6,338503;0,551839;0,512467;7,412827
01.10.1997;5,046643;0,493021;0,581272;6,120936;2,248317;0,403295;1,845021;-0,288775;6,594252;0,493021;0,582309;7,677182
01.11.1997;4,699572;0,537176;0,526466;5,763214;2,058563;0,351987;1,706576;0,280021;6,676918;0,537176;0,526708;7,749811
01.12.1997;5,038524;0,581961;0,541767;6,162252;2,005764;0,404382;1,601382;0,84269;7,472125;0,581961;0,542305;8,606325
01.01.1998;5,202669;0,607312;0,591525;6,401506;2,162736;0,404923;1,757813;0,448116;7,403689;0,607312;0,591094;8,607435
01.02.1998;4,64164;0,535028;0,534593;5,711261;1,911604;0,314846;1,596759;0,336958;6,569874;0,535028;0,535207;7,644977
01.03.1998;5,132935;0,563483;0,585345;6,281763;2,114947;0,357569;1,757377;0,129496;7,012227;0,563483;0,586497;8,168636
01.04.1998;4,956706;0,498354;0,550085;6,005145;2,239636;0,368491;1,871144;-0,366189;6,454305;0,498354;0,548687;7,5101
01.05.1998;5,005234;0,540248;0,606593;6,152075;2,294969;0,395844;1,899125;-0,476702;6,421263;0,540248;0,60582;7,574499
01.06.1998;4,904914;0,584683;0,538492;6,028089;2,206581;0,366914;1,839667;-0,153003;6,585208;0,584683;0,537594;7,714753
01.07.1998;4,915663;0,645187;0,565999;6,126849;2,425219;0,362567;2,062652;0,086938;7,053682;0,645187;0,565735;8,276438
01.08.1998;4,958031;0,633331;0,537288;6,12865;2,329718;0,328791;2,000926;0,096105;7,040388;0,633331;0,53724;8,225681
01.09.1998;4,778397;0,600147;0,487111;5,865654;2,139946;0,341731;1,798215;-0,048794;6,519245;0,600147;0,486757;7,615075
01.10.1998;5,033568;0,602492;0,485978;6,122037;2,273754;0,347724;1,92603;-0,439212;6,514528;0,602492;0,486807;7,608855
01.11.1998;4,797821;0,601894;0,456086;5,855801;2,198832;0,302757;1,896075;-0,245998;6,445165;0,601894;0,455642;7,505878
01.12.1998;4,938343;0,655652;0,55364;6,147635;2,174578;0,344582;1,829996;0,491362;7,254417;0,655652;0,554216;8,468992
01.01.1999;4,867341;0,686455;0,596138;6,149934;2,230368;0,291152;1,939216;0,822705;7,627163;0,686455;0,595566;8,911855
01.02.1999;4,609765;0,600763;0,533206;5,743733;2,053818;0,239285;1,814532;0,250248;6,672181;0,600763;0,533102;7,808513
01.03.1999;5,018707;0,614858;0,564564;6,198129;2,269658;0,274649;1,995008;0,176366;7,188621;0,614858;0,563735;8,369503
01.04.1999;4,714329;0,507129;0,551655;5,773114;2,344189;0,342861;2,001328;-0,118802;6,590746;0,507129;0,549273;7,655639
01.05.1999;4,694461;0,585793;0,610254;5,890508;2,397598;0,291118;2,10648;-0,374705;6,418875;0,585793;0,608943;7,622282
01.06.1999;4,716691;0,651038;0,571951;5,93968;2,270249;0,30918;1,961069;-0,096642;6,571305;0,651038;0,573252;7,804107
01.07.1999;4,763469;0,698212;0,593682;6,055364;2,444238;0,31104;2,133198;0,179707;7,067383;0,698212;0,593637;8,368269
01.08.1999;4,856081;0,712091;0,547076;6,115249;2,36884;0,324306;2,044535;0,217118;7,108281;0,712091;0,54659;8,376902
01.09.1999;4,764465;0,636771;0,482163;5,883399;2,207964;0,298718;1,909246;-0,18156;6,479405;0,636771;0,481258;7,611086
01.10.1999;4,839475;0,578335;0,456717;5,874527;2,261398;0,334303;1,927095;-0,088142;6,666627;0,578335;0,457251;7,71348
01.11.1999;4,808766;0,632772;0,492906;5,934443;2,117997;0,311809;1,806189;-0,107289;6,494068;0,632772;0,494456;7,633343
01.12.1999;4,906244;0,706037;0,515277;6,127559;2,185265;0,340371;1,844894;0,698529;7,43838;0,706037;0,516685;8,670981
01.01.2000;4,780147;0,737981;0,50515;6,023278;2,202712;0,318532;1,884179;1,038043;7,692062;0,737981;0,505525;8,945501
01.02.2000;4,573548;0,669318;0,499959;5,742825;2,197317;0,262365;1,934952;0,724425;7,222425;0,669318;0,498995;8,402201
01.03.2000;5,071853;0,654279;0,558005;6,284137;2,358662;0,360495;1,998167;0,010993;7,071465;0,654279;0,558477;8,293297
01.04.2000;4,55188;0,607585;0,568524;5,727989;2,364967;0,303161;2,061805;-0,120092;6,486421;0,607585;0,567151;7,669702
01.05.2000;4,797348;0,667205;0,558724;6,023277;2,401082;0,319377;2,081705;-0,079212;6,789661;0,667205;0,558828;8,025769
01.06.2000;4,750776;0,701857;0,509114;5,961746;2,455863;0,316959;2,138904;-0,097827;6,783197;0,701857;0,507747;8,002823
01.07.2000;4,705909;0,719306;0,526262;5,951476;2,48172;0,308008;2,173712;0,105211;6,970518;0,719306;0,525596;8,2304
01.08.2000;4,980585;0,701102;0,503686;6,185372;2,592801;0,377362;2,215439;0,141744;7,320572;0,701102;0,505427;8,542555
01.09.2000;4,720733;0,607662;0,443376;5,771771;2,44013;0,318828;2,121303;-0,200748;6,629874;0,607662;0,443553;7,692325
01.10.2000;4,932901;0,547207;0,468215;5,948323;2,425012;0,368946;2,056067;-0,243858;6,738354;0,547207;0,469436;7,760532
01.11.2000;4,757145;0,58894;0,482866;5,828952;2,352358;0,371588;1,98077;0,130264;6,858912;0,58894;0,48443;7,939985
01.12.2000;4,683747;0,65991;0,477785;5,821442;2,592629;0,336045;2,256584;1,120417;8,058291;0,65991;0,479069;9,198444
01.01.2001;4,947112;0,717508;0,44497;6,10959;2,684007;0,343018;2,340989;0,778427;8,058063;0,717508;0,447071;9,229006
01.02.2001;4,486667;0,639868;0,404069;5,530604;2,275473;0,281421;1,994052;0,547824;7,026546;0,639868;0,404482;8,07248
01.03.2001;5,075413;0,648935;0,45578;6,180129;2,614857;0,286021;2,328836;-0,035736;7,362239;0,648935;0,456138;8,473229
01.04.2001;4,780893;0,58484;0,425366;5,791098;2,59639;0,310305;2,286085;-0,439099;6,620594;0,58484;0,424538;7,638084
01.05.2001;4,985702;0,642374;0,435516;6,063592;2,653393;0,35224;2,301153;-0,735707;6,542012;0,642374;0,434871;7,629039
01.06.2001;4,812772;0,710365;0,454616;5,977754;2,431719;0,299518;2,132201;-0,457387;6,482683;0,710365;0,451264;7,652567
01.07.2001;4,829644;0,722301;0,436066;5,988011;2,580344;0,275281;2,305064;-0,148702;6,97562;0,722301;0,438441;8,144373
01.08.2001;5,041467;0,714192;0,447902;6,203561;2,533412;0,334294;2,199119;-0,099427;7,134657;0,714192;0,445558;8,303252
01.09.2001;4,74847;0,661861;0,396469;5,806801;2,45207;0,287774;2,164296;-0,570544;6,340761;0,661861;0,395833;7,400553
01.10.2001;5,096975;0,631394;0,409918;6,138287;2,453097;0,310511;2,142586;-0,563444;6,670422;0,631394;0,412275;7,717429
01.11.2001;4,870084;0,651034;0,401771;5,92289;2,400776;0,325163;2,075613;-0,454665;6,487865;0,651034;0,401017;7,543838
01.12.2001;4,809547;0,704181;0,449328;5,963056;2,376635;0,325564;2,051072;0,245759;7,0983;0,704181;0,44848;8,259887
01.01.2002;5,040505;0,740608;0,476543;6,257656;2,407273;0,287616;2,119657;0,415375;7,568672;0,740608;0,474999;8,792688
01.02.2002;4,508688;0,643836;0,428357;5,58088;2,143063;0,28462;1,858443;0,417291;6,777398;0,643836;0,428795;7,856614
01.03.2002;4,80549;0,65827;0,459464;5,923225;2,421077;0,262905;2,158172;0,277871;7,23929;0,65827;0,456497;8,359268
01.04.2002;4,696089;0,6102;0,488511;5,7948;2,427617;0,288512;2,139105;-0,175403;6,654541;0,6102;0,488025;7,758503
01.05.2002;4,847341;0,658182;0,527649;6,033172;2,503646;0,290081;2,213564;-0,446312;6,612856;0,658182;0,527249;7,800424
01.06.2002;4,607591;0,693055;0,533572;5,834219;2,435687;0,304092;2,131595;-0,075766;6,657799;0,693055;0,533004;7,890047
01.07.2002;4,713075;0,735334;0,525246;5,973655;2,521561;0,266196;2,255366;0,196755;7,152411;0,735334;0,525794;8,425776
01.08.2002;4,818161;0,739061;0,469661;6,026882;2,581758;0,338636;2,243122;0,074954;7,126571;0,739061;0,469223;8,344959
01.09.2002;4,620841;0,673308;0,431895;5,726044;2,343444;0,296349;2,047095;-0,112825;6,550505;0,673308;0,431011;7,660314
01.10.2002;4,729941;0,631668;0,445453;5,807063;2,559275;0,328264;2,231011;-0,236516;6,720017;0,631668;0,44536;7,801558
01.11.2002;4,614375;0,642395;0,455854;5,712624;2,542731;0,308158;2,234573;0,06589;6,909449;0,642395;0,458059;8,013087
01.12.2002;4,774614;0,719511;0,488697;5,982822;2,443411;0,352811;2,0906;0,758735;7,622747;0,719511;0,488101;8,832157
01.01.2003;4,809844;0,721318;0,470089;6,001251;2,419513;0,373346;2,046168;1,185899;8,039713;0,721318;0,467763;9,233318
01.02.2003;4,331875;0,635136;0,437335;5,404346;2,170238;0,294867;1,875371;1,151579;7,352223;0,635136;0,44076;8,431296
01.03.2003;4,786667;0,624624;0,508207;5,919498;2,575172;0,308318;2,266854;0,196546;7,250885;0,624624;0,506114;8,382899
01.04.2003;4,661307;0,591715;0,50964;5,762662;2,605578;0,327025;2,278553;-0,372977;6,563808;0,591715;0,50986;7,668238
01.05.2003;4,732374;0,648269;0,557612;5,938255;2,739834;0,351413;2,38842;-0,66277;6,456592;0,648269;0,557681;7,663905
01.06.2003;4,602254;0,668892;0,549082;5,820227;2,65311;0,346524;2,306586;-0,484298;6,424067;0,668892;0,548222;7,642514
01.07.2003;4,640939;0,725921;0,524613;5,891474;2,741513;0,335838;2,405675;-0,024724;7,014799;0,725921;0,523846;8,272424
01.08.2003;4,714532;0,719367;0,501519;5,935418;2,721133;0,331186;2,389947;0,065952;7,162053;0,719367;0,50237;8,391317
01.09.2003;4,644104;0,662669;0,447111;5,753884;2,656169;0,32076;2,335409;-0,483519;6,499037;0,662669;0,445417;7,605774
01.10.2003;4,819384;0,625489;0,451922;5,896796;2,659108;0,345301;2,313807;-0,429388;6,708386;0,625489;0,452114;7,781214
01.11.2003;4,497115;0,621151;0,460811;5,579077;2,448815;0,335859;2,112955;0,143571;6,753287;0,621151;0,463794;7,835603
01.12.2003;4,742188;0,715071;0,524525;5,981784;2,616765;0,342692;2,274073;0,670417;7,684241;0,715071;0,526219;8,926274
01.01.2004;4,768187;0,738367;0,514255;6,020809;2,620406;0,293786;2,326621;1,002868;8,096323;0,738367;0,515175;9,350298
01.02.2004;4,425521;0,668455;0,474095;5,568071;2,557755;0,305192;2,252563;0,913169;7,589798;0,668455;0,475949;8,733804
01.03.2004;4,814606;0,659937;0,510691;5,985235;2,838301;0,3814;2,456902;-0,011179;7,263378;0,659937;0,51079;8,430957
01.04.2004;4,641249;0,611292;0,488747;5,741288;2,685335;0,403009;2,282326;-0,229953;6,692449;0,611292;0,489906;7,793662
01.05.2004;4,61008;0,676959;0,522597;5,809636;2,871301;0,383469;2,487833;-0,331169;6,765564;0,676959;0,523178;7,9663
01.06.2004;4,663308;0,706331;0,531784;5,901423;2,82737;0,38284;2,44453;-0,363682;6,739287;0,706331;0,534463;7,982271
01.07.2004;4,7192;0,750556;0,523858;5,993614;2,935243;0,364962;2,570281;-0,157571;7,121877;0,750556;0,524007;8,406324
01.08.2004;4,741681;0,741102;0,50248;5,985263;2,939559;0,368169;2,57139;-0,20238;7,099052;0,741102;0,502422;8,354273
01.09.2004;4,518315;0,687539;0,479391;5,685245;2,661257;0,355972;2,305285;-0,160154;6,65937;0,687539;0,480224;7,830376
01.10.2004;4,622894;0,652067;0,472887;5,747847;2,868717;0,343462;2,525255;-0,325574;6,817708;0,652067;0,474128;7,947527
01.11.2004;4,599739;0,614635;0,484745;5,699119;2,807686;0,343311;2,464374;-0,113091;6,945019;0,614635;0,485644;8,050403
01.12.2004;4,759239;0,715534;0,557141;6,031914;2,879319;0,425789;2,453531;0,670729;7,876444;0,715534;0,558839;9,156174
01.01.2005;4,703669;0,728728;0,537035;5,969432;2,844689;0,359447;2,485242;0,832745;8,015701;0,728728;0,537947;9,287418
01.02.2005;4,395181;0,636042;0,489393;5,520616;2,696854;0,367516;2,329338;0,433747;7,152356;0,636042;0,489163;8,283701
01.03.2005;4,964711;0,642216;0,524494;6,131421;2,896878;0,405872;2,491006;0,10384;7,55195;0,642216;0,52395;8,726267
01.04.2005;4,661086;0,579031;0,514339;5,754456;2,777684;0,393131;2,384553;-0,42429;6,615682;0,579031;0,513734;7,714719
01.05.2005;4,681531;0,65716;0,567464;5,906154;2,957281;0,432842;2,524439;-0,491583;6,708309;0,65716;0,56836;7,939011
01.06.2005;4,675718;0,690282;0,559554;5,925553;2,911081;0,451143;2,459938;-0,213434;6,914146;0,690282;0,562202;8,172057
01.07.2005;4,622076;0,741687;0,561835;5,925597;3,008039;0,386297;2,621742;0,033392;7,266962;0,741687;0,562531;8,580731
01.08.2005;4,723162;0,744938;0,514654;5,982753;2,945546;0,389833;2,555713;0,149334;7,413572;0,744938;0,517287;8,6878
01.09.2005;4,229679;0,696488;0,464168;5,390335;2,74365;0,302734;2,440916;-0,041987;6,621822;0,696488;0,464655;7,789263
01.10.2005;4,359133;0,639055;0,475814;5,474002;3,0058;0,306155;2,699645;-0,390948;6,660177;0,639055;0,477082;7,782699
01.11.2005;4,451119;0,656557;0,484901;5,592577;2,905754;0,294863;2,61089;-0,263934;6,78902;0,656557;0,486946;7,939534
01.12.2005;4,528238;0,748627;0,527161;5,804026;2,966014;0,372053;2,593961;0,80039;7,91297;0,748627;0,5297;9,198377
01.01.2006;4,693698;0,750397;0,590884;6,034979;2,950482;0,350341;2,600141;0,180052;7,470393;0,750397;0,589458;8,815171
01.02.2006;4,2315;0,653394;0,529231;5,414125;2,630297;0,328768;2,301529;0,474756;7,004642;0,653394;0,527;8,190411
01.03.2006;4,769844;0,664927;0,553158;5,987928;2,796824;0,372633;2,424192;0,172147;7,361981;0,664927;0,551703;8,584267
01.04.2006;4,563702;0,600714;0,577819;5,742234;2,784947;0,37022;2,414727;-0,447816;6,523944;0,600714;0,5797;7,709145
